id;cp;pop;address;city;automate_24_24;timetable;fuel;shortage;update;price_gazole;price_sp95;price_sp98;price_gplc;price_e10;price_e85;services;brand;name;geo_point
75016011;75116;R;69 Avenue Kléber;PARIS;;;Gazole;E10,GPLc,E85;2023-09-14T05:13:00+00:00;0.00259;0.00267;0.00269;;;;;Elan;Sarl STATION KLEBER;48.86517, 2.28893
77100008;77100;R;AV PRESIDENT SALVADOR ALLENDE;MEAUX;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";Gazole,E10,SP98;SP95;2024-01-26T10:07:00+00:00;0.001776;;0.001869;;0.001789;;;Esso Express;ESSO PARIS METZ;48.95707, 2.8846
77500008;77500;R;20 Avenue de Claye;CHELLES;Oui;"{""Dimanche"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""08.00""}, ""Jeudi"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""06.00""}, ""Lundi"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""06.00""}, ""Mardi"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""06.00""}, ""Mercredi"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""06.00""}, ""Samedi"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""07.00""}, ""Vendredi"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""06.00""}}";Gazole,E10,SP98;;2024-01-26T15:20:00+00:00;0.001839;;0.0019690000000000003;0.001049;0.001849;;Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Lavage automatique,Vente de gaz domestique (Butane, Propane);BP;BP CHELLES MONT CHALAS;48.89956, 2.61439
77820003;77820;R;5 rue des Grands Champs;LE CHÂTELET-EN-BRIE;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";E10,SP98;E85,GPLc;2024-01-25T07:26:39+00:00;0.001759;0.0018089999999999998;0.001839;;0.001769;;Vente de pétrole lampant,Station de gonflage,Location de véhicule,Piste poids lourds,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),Bornes électriques,DAB (Distributeur automatique de billets);Leclerc;E.LECLERC;48.49158, 2.79575
78000005;78000;R;50 Rue du Pont Colbert;VERSAILLES;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";E85;SP95;2024-01-26T10:07:00+00:00;0.001784;;0.0018919999999999998;;0.001812;0.00098;;Esso Express;ESSO PONT COLBERT;48.78799, 2.14989
78260001;78260;R;3 avenue Wolfgang Amadeus Mozart;ACHERES;Non;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""fermeture"": ""14.00"", ""ouvert"": 1, ""ouverture"": ""08.30""}, ""Vendredi"": {""fermeture"": ""14.00"", ""ouvert"": 1, ""ouverture"": ""08.30""}}";SP98;GPLc,SP95;2024-01-25T08:19:39+00:00;0.0017749999999999999;;0.001849;;0.001779;0.000875;Toilettes publiques,Laverie,Relais colis,Boutique alimentaire,Boutique non alimentaire,Restauration sur place,Vente de fioul domestique,Vente de pétrole lampant,Station de gonflage,Carburant additivé,Location de véhicule,Vente de gaz domestique (Butane, Propane),Bornes électriques,Vente d'additifs carburants,Automate CB 24,24,DAB (Distributeur automatique de billets);Leclerc;ACHERES EXPANSION;48.9619454188, 2.05918491163
78450001;78450;R;Avenue Nagelmackers.;VILLEPREUX;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";SP98;GPLc,SP95;2024-01-25T11:58:38+00:00;0.0018089999999999998;;0.001909;;0.001839;0.001199;Vente de gaz domestique (Butane, Propane);Carrefour Market;Carrefour Market;48.8191169056, 2.003527838
91150005;91150;R;AV DE BONNEVAUX;ÉTAMPES;Non;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";SP98;GPLc;2024-01-25T10:17:52+00:00;0.001756;0.0018369999999999999;0.0018720000000000002;;0.001803;0.0008489999999999999;Location de véhicule,Vente de gaz domestique (Butane, Propane),Automate CB 24,24,DAB (Distributeur automatique de billets);Carrefour;CARREFOUR ETAMPES;48.42437, 2.16218
91370001;91370;R;BD DU MARECHAL JUIN;VERRIÈRES-LE-BUISSON;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";Gazole,E85,E10,SP98;SP95;2024-01-26T10:06:00+00:00;0.001797;;0.0018939999999999999;;0.001814;0.0008990000000000001;;Esso Express;ESSO VERRIERES;48.7528, 2.27251
92000015;92000;R;93 Avenue Vladimir Illitch Lénine;NANTERRE;Oui;"{""Dimanche"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""08.00""}, ""Jeudi"": {""fermeture"": ""22.00"", ""ouvert"": 1, ""ouverture"": ""06.00""}, ""Lundi"": {""fermeture"": ""22.00"", ""ouvert"": 1, ""ouverture"": ""06.00""}, ""Mardi"": {""fermeture"": ""22.00"", ""ouvert"": 1, ""ouverture"": ""06.00""}, ""Mercredi"": {""fermeture"": ""22.00"", ""ouvert"": 1, ""ouverture"": ""06.00""}, ""Samedi"": {""fermeture"": ""22.00"", ""ouvert"": 1, ""ouverture"": ""07.00""}, ""Vendredi"": {""fermeture"": ""22.00"", ""ouvert"": 1, ""ouverture"": ""06.00""}}";Gazole,E10,SP98;;2024-01-26T12:05:00+00:00;0.001889;;0.002029;;0.001909;0.000959;Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Lavage automatique,Vente de gaz domestique (Butane, Propane);BP;BP NANTERRE LENINE;48.88777, 2.18782
92600007;92600;R;96 Avenue d'Argenteuil;ASNIÈRES-SUR-SEINE;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";Gazole,E10,SP98;;2024-01-19T16:10:00+00:00;0.0019590000000000002;;0.002059;;0.0019590000000000002;;Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Vente de gaz domestique (Butane, Propane);BP;BP ASNIERES ARGENTEUIL 8 à Huit;48.91459, 2.28328
93140003;93140;R;205 Avenue Gallieni;BONDY;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";Gazole,E10,SP98;SP95;2024-01-26T10:06:00+00:00;0.001807;;0.001906;;0.0018260000000000001;;;Esso Express;ESSO GALLIENI;48.9073, 2.48921
93190004;93190;R;137 Avenue Aristide Briand;LIVRY-GARGAN;Oui;"{""Dimanche"": {""fermeture"": ""23.59"", ""ouvert"": 1, ""ouverture"": ""00.00""}, ""Jeudi"": {""fermeture"": ""23.59"", ""ouvert"": 1, ""ouverture"": ""00.00""}, ""Lundi"": {""fermeture"": ""23.59"", ""ouvert"": 1, ""ouverture"": ""00.00""}, ""Mardi"": {""fermeture"": ""23.59"", ""ouvert"": 1, ""ouverture"": ""00.00""}, ""Mercredi"": {""fermeture"": ""23.59"", ""ouvert"": 1, ""ouverture"": ""00.00""}, ""Samedi"": {""fermeture"": ""23.59"", ""ouvert"": 1, ""ouverture"": ""00.00""}, ""Vendredi"": {""fermeture"": ""23.59"", ""ouvert"": 1, ""ouverture"": ""00.00""}}";Gazole,E10,SP98;GPLc;2024-01-26T11:55:00+00:00;0.001849;;0.0019790000000000003;;0.001859;0.000999;Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Station de gonflage,Carburant additivé,Lavage automatique,Services réparation,entretien,Vente de gaz domestique (Butane, Propane);BP;BP LIVRY GARGAN SPEEDY;48.91435, 2.52625
93420004;93420;R;Rue des Buttes;VILLEPINTE;Non;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";E10,SP98;;2024-01-26T11:15:00+00:00;0.0018189999999999999;;0.001949;;0.001829;;Station de gonflage,Carburant additivé,Automate CB 24,24;BP;BP VILLEPINTE;48.97468, 2.4964
95120002;95120;R;16 Rue du 18 Juin;ERMONT;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";Gazole;;2024-01-26T12:05:00+00:00;0.001879;;0.001999;;0.001879;;Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Services réparation,entretien,Vente de gaz domestique (Butane, Propane);BP;BP ERMONT;48.98975, 2.25717
95800001;95650;R;RUE NEUVE;PUISEUX-PONTOISE;;;SP98;GPLc;2024-01-25T09:52:18+00:00;0.001789;0.001828;0.0018720000000000002;;0.0017929999999999999;0.000915;Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets);Carrefour Market;Carrefour Market;49.05575, 2.0188
75001003;75001;R;8,10,10bis Rue Bailleul;PARIS;Oui;"{""Dimanche"": {""fermeture"": ""00.00"", ""ouvert"": 1, ""ouverture"": ""00.00""}, ""Jeudi"": {""fermeture"": ""00.00"", ""ouvert"": 1, ""ouverture"": ""00.00""}, ""Lundi"": {""fermeture"": ""00.00"", ""ouvert"": 1, ""ouverture"": ""00.00""}, ""Mardi"": {""fermeture"": ""00.00"", ""ouvert"": 1, ""ouverture"": ""00.00""}, ""Mercredi"": {""fermeture"": ""00.00"", ""ouvert"": 1, ""ouverture"": ""00.00""}, ""Samedi"": {""fermeture"": ""00.00"", ""ouvert"": 1, ""ouverture"": ""00.00""}, ""Vendredi"": {""fermeture"": ""00.00"", ""ouvert"": 1, ""ouverture"": ""00.00""}}";SP98;E10,E85,GPLc;2023-12-29T13:52:15+00:00;0.00219;0.0022400000000000002;0.00229;;;;Toilettes publiques,Boutique non alimentaire,Station de gonflage,Carburant additivé,Lavage manuel,Vente d'additifs carburants;Oil France;Halles garage sa.;48.86115, 2.34107
77150003;77150;R;Centre commercial de la Fontaine;LÉSIGNY;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";E10,SP98;GPLc,SP95;2024-01-26T06:47:06+00:00;0.0017549999999999998;;0.001849;;0.0017649999999999999;0.0008990000000000001;Station de gonflage,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets);Carrefour Market;Carrefour Market;48.74426, 2.61249
77230004;77230;R;Route de Vémars;MOUSSY-LE-NEUF;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";SP98;E85,GPLc,E10;2024-01-26T09:40:30+00:00;0.001779;0.001839;0.001875;;;;Laverie,Piste poids lourds,Lavage manuel,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets);Intermarché;INTERMARCHE MOUSSY-LE-NEUF;49.0641439176, 2.59786578319
77500004;77500;R;route de Montfermeil;CHELLES;;;Gazole,E10,SP98;E85,GPLc,SP95;2024-01-25T07:41:55+00:00;0.001769;;0.001859;;0.001779;;Station de gonflage,Location de véhicule,Lavage manuel,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets);Intermarché;INTERMARCHE CHELLES MONTFERMEIL;48.89216, 2.58113
77700001;77700;R;14 Cours du Danube;SERRIS;;;Gazole,E85,E10;GPLc,SP95,SP98;2024-01-25T16:17:56+00:00;0.0017909999999999998;;;;0.001805;0.000888;Station de gonflage,Carburant additivé,DAB (Distributeur automatique de billets);Auchan;AUCHAN VAL D' EUROPE;48.856, 2.77677
78241001;78240;R;RN 13;CHAMBOURCY;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";Gazole,SP95,E10,SP98;E85,GPLc;2024-01-26T21:36:00+00:00;0.001815;0.001867;0.001908;;0.001814;;Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets);Carrefour;CARREFOUR CHAMBOURCY;48.9103447642, 2.03291918203
78310001;78310;R;RN10;COIGNIÈRES;;;Gazole,SP95;E85,E10;2024-01-26T06:59:04+00:00;0.001767;0.001843;0.0018859999999999999;0.00093;;;DAB (Distributeur automatique de billets);Auchan;AUCHAN;48.74514, 1.92182
78885001;78180;R;PLACE JOEL LE THEULE;MONTIGNY-LE-BRETONNEUX;Non;"{""Dimanche"": {""ouvert"": 0}, ""Jeudi"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""08.00""}, ""Lundi"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""08.00""}, ""Mardi"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""08.00""}, ""Mercredi"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""08.00""}, ""Samedi"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""08.00""}, ""Vendredi"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""08.00""}}";SP98;GPLc,E85;2024-01-26T07:01:27+00:00;0.00177;0.0018640000000000002;0.0019039999999999999;;0.001792;;Station de gonflage,Automate CB 24,24,DAB (Distributeur automatique de billets);Carrefour;Carrefour St Quentin en Yvelines;48.7856632105, 2.04255717093
91240001;91240;R;DOMAINE DU BOIS DES ROCHES;SAINT-MICHEL-SUR-ORGE;Non;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";SP98;SP95,E85;2024-01-26T05:28:36+00:00;0.0018189999999999999;;0.0019190000000000001;0.000929;0.001829;;Carburant additivé,Vente de gaz domestique (Butane, Propane),Automate CB 24,24;Géant;GEANT CASINO;48.63855, 2.31956
91490003;91490;R;Grande Rue;ONCY-SUR-ÉCOLE;;;E10,SP98;SP95,GPLc;2024-01-26T07:06:39+00:00;0.001768;;0.0018700000000000001;;0.0017929999999999999;0.000848;Vente de fioul domestique,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets);Intermarché;INTERMARCHE MILLY LA FORET;48.39317, 2.46614
91942001;91940;R;Centre Commercial Ulis 2;LES ULIS;Non;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";Gazole,E85,E10,SP98;GPLc,SP95;2024-01-26T06:56:00+00:00;0.0017729999999999998;;0.0018700000000000001;;0.001774;0.0009;Station de gonflage,Vente de gaz domestique (Butane, Propane),Automate CB 24,24,DAB (Distributeur automatique de billets);Carrefour;CARREFOUR LES ULIS;48.6756995157, 2.17103363906
92160003;92160;R;18 Rue Jean Moulin;ANTONY;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";Gazole,E85,E10,SP98;SP95;2024-01-26T10:07:00+00:00;0.0017980000000000001;;0.001895;;0.001815;0.0008990000000000001;;Esso Express;ESSO RABELAIS;48.75289, 2.30773
93160005;93160;R;22 Route de Neuilly;NOISY-LE-GRAND;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";Gazole,E10,SP98;SP95;2024-01-26T10:33:00+00:00;0.001766;;0.001878;;0.0017829999999999999;;;Esso Express;ESSO LA MARNE NOISY;48.85085, 2.53485
93270001;93270;R;ROUTE DES PETITS PONTS;SEVRAN;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";Gazole,SP95,E10,SP98;E85,E85,GPLc;2024-01-25T11:14:28+00:00;0.001805;0.001878;0.001911;;0.001824;;Carburant additivé,DAB (Distributeur automatique de billets);Carrefour;CARREFOUR  SEVRAN;48.95073, 2.52795
93330004;93330;R;AVENUE JEAN JAURES;NEUILLY-SUR-MARNE;Non;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";SP98;;2024-01-26T09:00:40+00:00;0.001797;0.001865;0.001911;;0.0018160000000000001;;Station de gonflage,Automate CB 24,24,DAB (Distributeur automatique de billets);Système U;SAS H2TO;48.8640541313, 2.54976425254
95180001;95180;R;1 Côte des Auges;MENUCOURT;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";SP95,SP98;GPLc,E10,E85,Gazole;2024-01-23T08:48:31+00:00;;0.0018;0.00184;;;;Toilettes publiques,Relais colis,Restauration à emporter,Vente de pétrole lampant,Station de gonflage,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets);Carrefour Market;Carrefour Market;49.02938, 1.99173
77410001;77410;R;CHEMIN DE COMPANS;CLAYE-SOUILLY;Non;"{""Dimanche"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""08.00""}, ""Jeudi"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""07.00""}, ""Lundi"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""07.00""}, ""Mardi"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""07.00""}, ""Mercredi"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""07.00""}, ""Samedi"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""08.00""}, ""Vendredi"": {""fermeture"": ""19.00"", ""ouvert"": 1, ""ouverture"": ""07.00""}}";Gazole,E10;SP95,GPLc;2024-01-26T18:10:01+00:00;0.0018919999999999998;;0.00199;;0.001898;0.000919;Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Lavage manuel,Services réparation,entretien,Vente d'additifs carburants,Automate CB 24,24;Total;SARL BLOM;48.95314, 2.6661
78200003;78711;R;4/6/8 RUE DE CHANTEREINE RN.13;MANTES-LA-VILLE;Non;"{""Dimanche"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""05.30""}, ""Jeudi"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""05.30""}, ""Lundi"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""05.30""}, ""Mardi"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""05.30""}, ""Mercredi"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""05.30""}, ""Samedi"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""05.30""}, ""Vendredi"": {""fermeture"": ""21.00"", ""ouvert"": 1, ""ouverture"": ""05.30""}}";Gazole,E85,E10,SP98;GPLc;2024-01-23T18:14:59+00:00;0.001893;0.001877;0.00199;;0.0019019999999999998;0.000919;Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Vente de gaz domestique (Butane, Propane),Automate CB 24,24;Total;SA.GGC CHANTEREI;48.9681249946, 1.71736135201
78480001;78480;R;Rue des Rosiers;VERNEUIL-SUR-SEINE;Non;"{""Dimanche"": {""ouvert"": 0}, ""Jeudi"": {""fermeture"": ""13.00"", ""ouvert"": 1, ""ouverture"": ""08.30""}, ""Lundi"": {""fermeture"": ""13.00"", ""ouvert"": 1, ""ouverture"": ""08.30""}, ""Mardi"": {""fermeture"": ""13.00"", ""ouvert"": 1, ""ouverture"": ""08.30""}, ""Mercredi"": {""fermeture"": ""13.00"", ""ouvert"": 1, ""ouverture"": ""08.30""}, ""Samedi"": {""fermeture"": ""13.00"", ""ouvert"": 1, ""ouverture"": ""08.30""}, ""Vendredi"": {""fermeture"": ""13.00"", ""ouvert"": 1, ""ouverture"": ""08.30""}}";E10,SP98;GPLc,SP95,E85;2024-01-26T12:31:38+00:00;0.001815;;0.0019199999999999998;;0.00182;;Vente de gaz domestique (Butane, Propane),Automate CB 24,24,DAB (Distributeur automatique de billets);Simply Market;SIMPLY MARKET;48.9862, 1.96802
78610002;78610;R;57 Rue de Chartres;LE PERRAY-EN-YVELINES;Non;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";SP95,E10,SP98;E85,GPLc;2024-01-26T07:25:39+00:00;0.001804;0.001882;0.001918;;0.0018189999999999999;;Vente de gaz domestique (Butane, Propane),Automate CB 24,24,DAB (Distributeur automatique de billets);Simply Market;SIMPLY MARKET;48.6845, 1.84505
91380004;91380;R;7 Avenue Pierre Brossolette;CHILLY-MAZARIN;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";Gazole,E85,E10,SP98;SP95;2024-01-26T10:07:00+00:00;0.001771;;0.001874;;0.001794;0.000919;;Esso Express;ESSO CHILLY MAZARIN;48.70089, 2.3187
91700003;91700;R;139 Route de Corbeil;SAINTE-GENEVIÈVE-DES-BOIS;Non;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";Gazole,SP95,E85,E10,SP98;GPLc;2024-01-26T06:56:00+00:00;0.001865;0.001856;0.00199;;0.001881;0.000962;Relais colis,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Location de véhicule,Piste poids lourds,Vente d'additifs carburants,Automate CB 24,24,DAB (Distributeur automatique de billets);Carrefour;CARREFOUR SAINTE GENEVIEVE DES BOIS;48.6394630408, 2.33363236649
94290003;94290;R;32 Avenue le Foll;VILLENEUVE-LE-ROI;Oui;"{""Dimanche"": {""ouvert"": 1}, ""Jeudi"": {""ouvert"": 1}, ""Lundi"": {""ouvert"": 1}, ""Mardi"": {""ouvert"": 1}, ""Mercredi"": {""ouvert"": 1}, ""Samedi"": {""ouvert"": 1}, ""Vendredi"": {""ouvert"": 1}}";SP95,E10,SP98;E85,GPLc;2024-01-26T06:39:13+00:00;0.001778;0.001838;0.001888;;0.001788;;Station de gonflage,Piste poids lourds,Lavage automatique,Vente de gaz domestique (Butane, Propane);Agip;AGIP VILLENEUVE LE ROI;48.72823, 2.43238
77100015;77100;R;Avenue de la Foulée;NANTEUIL-LÈS-MEAUX;;;E10,SP98;E85,GPLc,SP95;2024-01-25T08:01:32+00:00;0.0018080000000000001;;0.0019190000000000001;;0.00184;;DAB (Distributeur automatique de billets);Carrefour Market;Carrefour Market;48.93756, 2.8801
77183001;77183;R;Boulevard Georges Bidault;CROISSY-BEAUBOURG;;;Gazole;SP95,GPLc;2024-01-26T09:03:54+00:00;0.001788;;0.0018919999999999998;;0.001803;0.000848;Toilettes publiques,Relais colis,Boutique alimentaire,Restauration sur place,Vente de fioul domestique,Station de gonflage,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets);Intermarché;INTERMARCHE CROISSY BEAUBOURG;48.82818, 2.64422
